size,total_sqft,bath,balcony,built_up,carpet,plot,immediate,readymove
3,995,2,2,0,0,0,0,1
3,2120,3,2,0,0,0,0,1
6,2400,7,1.584375738,0,0,1,0,1
6,850,6,2,0,0,1,0,1
2,1096,2,2,0,0,0,0,1
2,1107.83,2,1,0,0,0,0,1
1,505,1,0,1,0,0,0,1
2,1320,2,2,0,0,0,0,1
3,1431.5,3,0,0,0,0,0,0
2,1320,2,1,0,0,0,0,0
3,2901,4,2,0,0,0,0,1
3,1315,2,2,1,0,0,0,1
2,1000,2,1,0,0,0,0,1
3,1596,3,3,0,0,0,0,1
3,1750,3,1.584375738,0,0,0,0,1
4,2403,4,2,0,0,1,0,1
3,1350,3,2,0,0,0,0,0
4,4062.5,2.692510947,1.584375738,0,0,0,0,1
2,1175,2,2,0,0,0,0,0
2,921,2,1,0,0,0,0,1
4,4000,4,2,1,0,0,0,1
3,1713,3,3,0,0,0,0,1
2,1200,2,0,1,0,0,0,1
3,1900,4,1,1,0,0,0,1
3,1664,3,2,0,0,0,0,1
3,1795,3,2,0,0,0,0,0
1,600,1,1,1,0,0,0,1
2,1240,2,3,1,0,0,0,1
3,1965,4,2,0,0,0,0,1
3,600,4,0,0,0,1,0,1
4,4111,4,1,0,0,1,0,1
2,1200,2,2,0,0,0,0,0
2,1112,2,3,0,0,0,0,1
3,3000,3,2,1,0,0,0,1
2,1136,2,3,0,0,0,0,1
2,914,2,2,0,0,0,0,1
3,1270,2,1,0,0,0,0,1
2,1050,2,2,0,0,0,0,1
3,1385,2,2,0,0,0,0,1
2,990,2,3,0,0,0,0,1
2,845,2,2,1,0,0,0,1
2,1485,2,1,0,0,0,0,0
3,1460,2,3,0,0,0,0,1
2,1450,2,1,0,0,0,0,1
3,1360,2,1,1,0,0,0,1
2,1375,2,3,1,0,0,0,1
2,1125,2,1,0,0,0,0,1
1,720,1,1,0,0,0,0,1
3,1460,2,2,0,0,0,0,1
2,1107,2,2,1,0,0,0,1
2,1158,2,3,1,0,0,0,1
2,800,1,1,0,0,0,0,1
9,600,9,1.584375738,0,0,1,0,1
3,1760,3,2,0,0,0,0,1
4,3200,4,2,0,0,1,0,1
2,600,3,2,0,0,1,0,0
3,1350,3,1,1,0,0,0,1
6,600,6,3,0,0,1,0,1
2,1125,2,1,1,0,0,0,0
3,1706,3,3,0,0,0,0,1
3,1600,3,2,0,0,0,0,1
2,1200,2,0,0,0,0,0,1
3,1755,3,3,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
2,1266.67,2,0,0,0,0,0,1
3,1800,3,2,0,0,0,0,1
3,1200,4,1,0,0,1,0,1
3,1300,3,2,0,0,0,0,0
3,800,3,3,0,0,1,0,1
4,4800,5,2,0,0,1,0,1
2,1029.5,2,0,0,0,0,0,0
2,1128,2,2,0,0,0,0,1
2,2000,2,1,0,0,1,0,1
2,1210,2,1,0,0,0,0,0
4,2710,6,2,0,0,0,0,0
2,1151,2,2,0,0,0,0,1
5,7500,8,3,0,0,0,0,0
3,1464,3,2,0,0,0,0,1
2,1017,2,2,0,0,0,0,1
2,920,2,1,1,0,0,0,1
4,1200,3,1,0,0,1,0,1
5,1000,5,2,0,0,1,0,1
3,1750,3,3,0,0,0,0,1
2,1163,2,1,1,0,0,0,1
3,1650,3,3,0,0,0,0,1
3,1800,3,3,0,0,0,0,1
2,1100,2,1,0,0,0,0,1
2,1200,2,2,1,0,0,0,1
3,1410,3,2,0,0,0,0,1
3,1933,3,2,0,0,0,0,0
2,1200,2,2,0,0,0,0,1
3,1608,2,3,0,0,0,0,1
4,2679,5,2,0,0,1,0,1
2,1156,2,2,0,0,0,0,1
2,1230,2,0,0,0,1,0,0
1,770,1,1,0,0,0,0,1
3,1777.26,3,2,0,0,0,0,1
2,1339,2,2,0,0,0,0,1
3,3044,3,2,1,0,0,0,0
2,1080,2,2,1,0,0,0,1
8,3150,5,2,0,1,0,0,1
2,2400,2,2,0,0,1,0,1
3,1450,3,3,1,0,0,0,1
2,1075,2,2,0,0,0,0,0
3,1163,2,2,0,0,0,0,1
2,1200,2,0,1,0,0,0,1
8,1200,8,1,0,0,1,0,1
4,3090,4,1.584375738,0,0,1,0,1
2,1299,2,1,1,0,0,0,1
2,1130,2,1,1,0,0,0,0
2,1170,2,2,0,0,0,0,1
3,2195,2.692510947,1.584375738,0,0,0,0,0
4,2600,4,3,0,0,0,0,1
2,1140,2,1,0,0,0,0,1
3,1900,3,3,0,0,0,0,1
2,1090,2,1,1,0,0,0,0
2,1110,2,1,0,0,0,0,1
1,705,1,1,0,0,0,0,0
2,1089,2,1,0,0,0,0,1
2,880,2,1,0,0,1,0,1
2,1080,2,2,1,0,0,0,1
2,1093,2,1,0,0,0,0,0
3,1480,3,1,0,0,0,0,0
3,1703,3,2,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
3,1690,3,2,0,0,0,0,1
2,1305,2,1,0,0,0,0,1
3,1257,2,2,0,0,0,0,0
2,1150,2,2,0,0,0,0,1
2,1194,2,0,0,0,0,0,1
3,2000,3,1,1,0,0,0,1
3,1500,4,1,0,0,1,0,1
2,1025,2,0,1,0,0,0,1
2,980,2,1,1,0,0,0,1
3,1200,2,1,0,0,1,0,1
3,2225,3,1,0,0,0,0,1
2,1022,2,2,0,0,0,0,1
4,882,3,0,0,0,1,0,1
2,1153,2,2,1,0,0,0,1
2,1175,2,2,0,0,0,0,1
3,1560,3,3,1,0,0,0,1
1,650,1,1,1,0,0,0,1
3,600,3,2,0,0,1,0,1
2,1350,3,2,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
2,1200,1,1,0,0,0,0,1
2,800,2,1,0,0,0,0,1
4,2093,4,1,0,0,0,0,0
3,1320,2,2,0,0,0,0,0
2,1275,2,1,0,0,0,0,1
2,1215,2,2,0,0,0,0,1
2,1130,2,1,0,0,0,0,1
3,1444,2,2,0,0,0,0,1
2,950,2,2,0,0,0,0,1
2,1000,1,1.584375738,0,0,0,0,1
3,1240,2,2,0,0,0,0,1
4,600,4,2,0,0,1,0,1
2,1231,2,2,0,0,0,0,1
2,1300,2,1,0,0,0,0,1
3,1713,3,2,0,0,0,0,0
2,1200,2,1,0,0,0,0,1
3,3004,4,1.584375738,1,0,0,0,1
3,1310,2,0,1,0,0,0,1
2,790,2,1,0,0,0,0,1
3,1744,3,1,0,0,0,0,1
3,1605,3,2,0,0,0,0,1
2,1250,2,2,0,0,0,0,1
3,2476,3,3,0,0,0,0,1
3,1260,2,2,1,0,0,0,1
3,1615,3,1,0,0,0,0,0
2,1180,2,1,0,0,0,0,1
3,1255,2,2,0,0,0,0,1
2,1025,2,1,0,0,0,0,1
3,1877,4,2,0,0,0,0,1
3,1649,3,2,1,0,0,0,1
9,2600,12,1.584375738,0,0,1,0,1
5,2500,5,2,1,0,0,0,1
3,1542,3,2,1,0,0,0,1
2,1418,2,2,0,0,0,0,1
2,1012,2,0,1,0,0,0,1
2,1200,2,1,0,0,1,0,1
2,1115,2,2,0,0,0,0,1
3,1680,4,3,0,0,0,0,1
2,1171,2,2,0,0,0,0,1
2,1027,2,1,0,0,0,0,1
3,1700,3,3,0,0,0,0,1
2,1090,2,2,0,0,0,0,1
2,1232,2,1,0,0,0,0,0
2,766,2,2,0,0,0,0,1
5,1200,5,0,0,0,1,0,1
1,525,1,1,0,0,0,0,0
3,1535.039779,3,1,0,0,0,0,0
3,1452,2,1,1,0,0,0,1
3,1254,2,1,0,0,0,0,1
5,3600,5,0,1,0,0,0,1
3,1593,3,1,0,0,0,0,0
2,1333,2,2,0,0,0,0,1
3,1100,3,1,1,0,0,0,1
3,1375,2,1,0,0,0,0,1
3,1650,3,3,0,0,0,0,1
3,1430,2,2,0,0,0,0,1
2,940,2,1,1,0,0,0,1
1,435,1,1,0,0,0,0,1
2,1160,2,2,0,0,0,0,1
3,1500,2,1,0,0,0,0,0
3,1890,2,1,0,0,0,0,1
2,1050,2,1,1,0,0,0,1
6,1200,6,3,0,0,1,0,1
2,1027,2,2,0,0,0,0,1
3,1495,2.692510947,1.584375738,0,0,0,0,0
3,3000,4,2,0,0,1,0,1
3,1459,2,1,0,0,0,0,1
3,1711,3,3,0,0,0,0,0
2,1250,2,2,0,0,0,0,0
1,645,1,1,0,0,0,0,0
2,875,2,1,0,0,1,0,1
2,1334,2,1,1,0,0,0,0
2,1140,2,1,1,0,0,0,0
2,1115,2,2,0,0,0,0,1
3,1200,5,2,0,0,1,0,1
3,1776,3,1,0,0,0,0,0
3,2072,4,2,0,0,0,0,1
3,1600,3,2,0,0,1,0,1
6,1200,4,2,0,0,1,0,1
2,920,2,3,0,0,0,0,1
2,778,2,0,0,0,0,0,0
4,1310,3,3,0,0,1,0,1
3,1631,3,2,0,0,0,0,1
1,525,1,1,0,0,0,0,0
3,1395,3,3,1,0,0,0,1
3,2000,3,2,0,0,0,0,1
2,1232,2,1,0,0,0,0,0
2,1075,2,1,0,0,0,0,1
2,1205,2,2,0,0,0,0,1
4,1200,4,2,0,0,1,0,1
4,2340,5,1,0,0,0,0,1
3,1179,2,1,0,0,0,0,1
2,1013,2,1,0,0,0,0,1
2,1160,2,2,0,0,0,0,1
8,653415,6,2,0,0,1,0,1
2,1200,2,2,0,0,0,0,1
7,1200,5,0,0,0,1,0,1
3,1255,2,3,0,0,0,0,1
3,1100,2,1,1,0,0,0,1
2,1069,2,1,1,0,0,0,1
3,1200,3,2,0,0,1,0,1
1,1400,1,1,0,0,0,0,1
2,1065,2,2,0,0,0,0,1
2,1395,2,0,1,0,0,0,1
3,1725,2,1,1,0,0,0,1
2,1007,2,2,1,0,0,0,1
3,1436,2,2,1,0,0,0,1
6,4250,6,3,0,0,0,0,1
3,1645,3,2,0,0,0,0,0
2,1200,2,0,0,0,1,0,1
2,940,2,1,0,0,0,0,0
6,4300,6,2,1,0,0,0,1
3,2850,5,3,0,0,0,0,0
3,1740,3,2,1,0,0,0,1
2,1194,2,2,0,0,0,0,0
3,3761,3,2,0,0,0,0,1
3,1829,3,2,0,0,0,0,1
4,1800,4,3,0,0,1,0,1
2,1000,2,1,0,0,0,0,1
3,5720,3,0,1,0,0,0,1
5,800,4,2,0,0,1,0,1
2,675,1,1,0,0,0,0,1
2,1390,2,2,0,0,0,0,1
3,1500,3,2,0,0,0,0,1
3,2047,3,2,0,0,0,0,0
2,1202,2,1,0,0,0,0,1
2,1012,2,1,0,0,0,0,1
3,2132,3,3,0,0,0,0,1
4,1350,4,3,0,0,1,0,1
1,605,1,1,0,0,0,0,1
2,1331,2,1,0,0,0,0,1
2,1200,2,0,0,0,1,0,0
2,1150,2,0,1,0,0,0,1
2,1200,2,1,0,0,1,0,1
2,1800,2,0,1,0,0,0,1
3,600,2,1,0,0,1,0,1
3,1280,2,2,0,0,0,0,1
2,1007,2,1,0,0,0,0,1
3,1370,2,1,0,0,0,0,0
2,925,2,2,0,0,0,0,1
2,1500,2,0,0,0,0,0,1
1,450,1,1,1,0,0,0,1
4,1200,4,1,1,0,0,0,1
2,1341,2,1,0,0,0,0,0
3,1350,2,2,0,0,0,0,1
2,992,2,1,0,0,0,0,1
2,1163,2,2,0,0,0,0,1
2,1229,2,2,0,0,0,0,1
2,600,2,2,0,0,1,0,1
2,1219,2,1,0,0,0,0,1
3,1525,2,2,0,0,0,0,1
2,1147,2,1,0,0,0,0,0
3,1412,2,3,0,0,0,0,1
9,1200,9,3,0,0,1,0,1
2,1044,2,1,0,0,0,0,0
2,1190,2,2,0,0,0,0,1
3,1240,2,2,0,0,0,0,1
3,1352,3,1,0,0,0,0,1
2,1100,2,2,1,0,0,0,1
3,1330,2,2,0,0,0,0,1
3,1700,3,2,0,0,0,0,0
2,1355,2,1,0,0,0,0,0
2,1200,2,1,0,0,0,0,0
1,400,2,1,0,0,0,0,1
2,1342,2,1.584375738,1,0,0,0,1
3,1615,3,2,0,0,0,0,1
2,1340,2,1,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
1,400,1,0,1,0,0,0,1
2,1080,2,1,0,0,0,0,1
2,1600,2,1,0,0,0,0,1
2,1200,2,0,0,0,0,0,1
3,2700,3,2,0,0,1,0,0
3,1780,3,0,1,0,0,0,1
3,1605,3,2,1,0,0,0,1
4,7200,5,2,0,0,0,0,0
3,646,2,1,0,0,1,0,1
2,1200,2,2,0,0,0,0,1
2,900,2,0,0,0,1,0,1
3,1830,3,1,1,0,0,0,0
5,690,4,1,0,0,1,0,1
1,650,1,3,1,0,0,0,1
5,1800,4,1,0,0,1,0,1
3,715,2,0,1,0,0,0,1
3,1230,2,2,0,0,0,0,0
2,1065,2,1,0,0,0,0,1
8,1350,8,2,0,0,1,0,1
3,1080,3,2,0,0,1,0,1
3,900,2,0,1,0,0,0,1
2,946,2,2,0,0,0,0,1
1,1500,1,0,0,0,0,0,1
3,1711,3,1,0,0,0,0,0
4,1200,3,2,0,0,1,0,1
2,950,2,1,0,0,0,0,0
3,1656,3,2,0,0,0,0,1
2,1075,2,1,0,0,0,0,1
3,1752.12,3,2,0,0,0,0,1
8,6000,8,0,0,0,1,0,1
3,1540,3,3,0,0,0,0,1
4,600,4,3,0,0,1,0,1
1,665,1,2,0,0,0,0,1
3,1665,3,1.584375738,0,0,0,0,1
2,1145,2,1,0,0,0,0,0
2,1185,2,2,0,0,0,0,0
3,1200,3,1,0,0,1,0,1
3,1693,3,2,1,0,0,0,1
3,2456,3,3,0,0,0,0,1
3,2559,3,2,0,0,0,0,1
2,1155,2,1,0,0,0,0,1
3,1610,2,2,0,0,0,0,0
3,1200,3,2,0,0,1,0,0
2,1530,2,1,0,0,1,0,1
3,1709,3,1,1,0,0,0,1
4,600,4,0,0,0,1,0,1
8,2700,8,1.584375738,0,0,1,0,1
1,840,1,1,0,0,1,0,1
3,1400,2,1,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
3,1439,3,1,0,0,0,0,1
2,1375,2,2,0,0,0,0,1
5,2990,5,3,0,0,1,0,1
3,1200,2,1,0,0,0,0,1
2,1315,2,3,1,0,0,0,1
2,1500,2,0,0,0,1,0,0
6,3600,6,1,1,0,0,0,1
2,1178,2,3,0,0,0,0,1
3,1430,3,2,0,0,0,0,1
3,1400,2,2,0,0,0,0,1
2,1093,2,2,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
5,5000,6,1,0,0,1,0,1
3,1200,2,0,1,0,0,0,0
3,2210,3,2,1,0,0,0,0
2,1150,2,2,0,0,0,0,1
3,1435,2,1,0,0,0,0,1
4,600,3,1.584375738,0,0,1,0,1
2,1173,2,1,0,0,0,0,0
2,1140,2,1,0,0,0,0,1
3,1717,3,3,0,0,0,0,1
2,1325,2,1.584375738,0,0,0,0,1
3,1370,3,2,1,0,0,0,1
2,1025,2,1,0,0,0,0,0
3,1409,2,3,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
2,1200,2,1,0,0,0,0,1
3,1740,4,3,0,0,0,0,0
2,1232,2,1,0,0,0,0,0
2,1200,2,1,0,0,1,0,0
4,5924,4,3,0,0,0,0,1
2,1250,2,1,0,0,0,0,1
2,1475,2,2,1,0,0,0,1
4,2100,4,2,0,0,0,0,1
1,552,1,1,0,0,0,0,1
3,1065,2,2,0,0,0,0,1
3,1000,3,1,0,0,1,0,0
2,1225,2,0,0,0,1,0,1
1,650,1,0,1,0,0,0,1
2,1067,2,2,0,0,0,0,1
3,1364,2,2,0,0,0,0,1
3,1750,3,3,0,0,0,0,1
2,1240,2,1,0,0,0,0,1
2,1200,2,0,0,0,1,0,1
3,1540,3,1.584375738,0,0,0,0,1
3,1504,2,2,0,0,0,0,1
2,1116,2,1,0,0,0,0,1
3,2365,4,2,0,0,0,0,1
2,1308,2,2,1,0,0,0,1
2,864,2,0,1,0,0,0,1
5,1200,5,1,0,0,1,0,1
3,1069,2,1.584375738,0,0,0,0,1
2,1333,2,1,0,0,0,0,1
4,1800,4,1,0,0,0,0,1
4,6136,4,1.584375738,0,0,1,0,1
3,1698,3,2,0,0,0,0,1
3,1275,2,2,0,0,0,0,0
2,1060,2,1,0,0,0,0,1
2,1160,2,1,0,0,0,0,1
3,1484,2,1.584375738,0,0,0,0,1
3,675,3,1,0,0,1,0,1
3,1200,5,1.584375738,0,0,1,0,1
2,1310,2,1,0,0,0,0,1
6,1806,6,1,0,0,1,0,1
4,3000,4,1.584375738,0,0,0,0,1
3,2145,3,2,0,0,0,0,1
3,1693,3,1,0,0,0,0,1
3,1230,3,3,0,0,0,0,1
3,1200,3,1,0,0,1,0,0
3,1310,2,1,1,0,0,0,0
2,1150,2,1,0,0,0,0,1
3,1385,2,2,0,0,0,0,0
2,1066,2,2,0,0,0,0,1
3,2293,3,2,0,0,0,0,0
3,720,3,1,0,0,1,0,1
3,1625,3,3,0,1,0,0,1
2,1246,2,1,0,0,0,0,1
4,2100,6,1,0,0,1,0,1
4,2400,4,3,0,0,0,0,1
6,3900,6,1.584375738,0,0,1,0,1
2,1000,2,1,0,0,0,0,1
2,907,2,2,0,0,0,0,1
4,3500,4,0,0,0,1,0,1
3,1395,2,3,0,0,0,0,1
2,1180,2,2,0,0,0,0,1
5,1903,6,2,0,0,1,0,1
2,1175,2,1,0,0,0,0,0
2,1272,2,2,0,0,0,0,1
3,1490,2,1,0,0,0,0,1
2,1144,2,2,0,0,0,0,1
4,2400,5,1.584375738,0,0,1,0,0
2,1143,2,1,0,0,0,0,1
3,2500,3,2,0,0,1,0,1
2,1216,2,1,0,0,0,0,0
2,1044,2,1,0,0,0,0,0
2,1352,3,1,0,0,0,0,1
3,1552,3,3,0,0,0,0,1
3,1785,3,2,1,0,0,0,1
2,810,2,2,0,0,0,0,1
3,1650,3,2,0,0,0,0,0
3,1595,3,2,0,0,0,0,1
2,1060,2,1,0,0,0,0,1
3,1410,2,3,0,0,0,0,1
3,1523,2,2,0,0,0,0,1
3,1591,3,1,0,0,0,0,0
3,1640,3,3,0,0,0,0,1
1,450,1,0,1,0,0,0,1
3,1305,2,2,0,0,0,0,1
3,1590,3,1,0,0,0,0,1
2,1240,2,3,1,0,0,0,1
2,1200,2,2,0,0,0,0,1
2,1100,2,1,0,0,0,0,1
2,1180,2,1,0,0,0,0,1
2,1115,2,1,0,0,0,0,1
2,845,2,1,0,0,0,0,1
3,1567.2,2,0,0,0,0,0,1
3,1310,2,2,0,0,0,0,1
1,26136,1,0,0,0,1,0,1
2,959,2,1,1,0,0,0,1
4,1200,4,1,1,0,0,0,1
2,883,2,1,0,0,0,0,1
2,1050,2,2,0,0,0,0,1
2,1390,2,2,0,0,0,0,0
2,1188,2,3,1,0,0,0,1
3,1280,2,2,0,0,0,0,1
7,1280,5,3,0,0,1,0,1
3,1614,3,2,0,0,0,0,1
2,1000,2,0,0,0,0,0,1
2,1196,2,2,0,0,0,0,0
3,1220,3,2,0,0,0,0,1
2,950,2,1,0,0,0,0,0
9,2400,8,1.584375738,0,0,0,0,1
2,1141,2,1,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
3,1380,2,2,0,0,0,0,1
2,855,2,1,0,0,0,0,1
1,645,1,1,0,0,0,0,0
2,922,2,1,0,0,0,0,1
2,1200,2,2,1,0,0,0,1
3,1240,2,2,0,0,0,0,1
2,1070,2,2,0,0,0,0,0
2,1293,2,2,0,0,0,0,1
3,1380,2,1,1,0,0,0,1
3,1599,3,2,0,0,0,0,1
2,967,2,2,0,0,0,0,1
3,1885,3,3,0,0,0,0,1
2,860,2,2,1,0,0,0,1
1,1075,1,0,0,0,1,0,1
2,1050,2,1,0,0,0,0,1
3,1595,3,2,0,0,0,0,1
2,1350,2,2,0,0,0,0,1
2,1204,2,2,1,0,0,0,1
4,2990,4,1.584375738,0,0,0,0,1
2,1035,2,2,0,0,0,0,1
2,1000,2,1,0,0,0,0,0
3,1457,3,3,0,0,0,0,1
2,1194,2,2,0,0,0,0,1
2,1100,2,1,0,0,0,0,0
3,1655,3,3,0,0,0,0,0
3,1691.2,3,1,0,0,0,0,1
2,1215,2,1,0,0,0,0,0
2,1155,2,0,0,0,0,0,1
3,1639,3,2,0,0,0,0,0
3,1685,3,1,0,0,0,0,0
5,1008,4,2,1,0,0,0,1
2,1100,2,3,0,0,0,0,1
3,2122,3,2,0,0,0,0,0
2,1050,2,2,0,0,0,0,1
2,1230,2,2,1,0,0,0,1
3,1240,3,2,0,0,0,0,1
3,1252,2,3,1,0,0,0,0
3,1374,2,2,0,0,0,0,1
1,500,1,1,0,0,0,0,0
8,1200,8,2,0,0,1,0,1
3,1355,3,2,0,0,0,0,0
2,1040,2,3,0,0,0,0,1
2,1350,2,2,0,0,0,0,1
4,4003,6,3,0,0,0,0,0
3,2400,3,1.584375738,0,0,0,0,1
3,1560,3,1,0,0,0,0,1
2,1151,2,1,0,0,0,0,0
3,1360,2,2,0,0,0,0,1
2,1250,2,2,0,0,0,0,1
3,1110,2,2,0,0,0,0,0
2,1015,2,2,1,0,0,0,1
3,1351,2,2,0,0,0,0,1
2,960,2,2,0,0,0,0,1
2,1110,2,2,0,0,0,0,0
3,1680,3,2,1,0,0,0,1
3,2400,3,1,0,0,1,0,1
4,11000,5,3,0,0,1,0,0
3,1350,3,2,1,0,0,0,0
2,1254,2,2,0,0,0,0,1
3,1255,3,2,0,0,0,0,1
2,1051,2,3,0,0,0,0,1
3,1200,3,1,0,0,1,0,1
2,1099,2,2,1,0,0,0,1
3,2650,4,3,0,0,0,0,1
4,2000,2,1,1,0,0,0,0
2,1541,2,2,0,0,0,0,1
3,1200,3,2,0,0,1,0,0
2,1125,2,2,1,0,0,0,1
3,1650,3,2,0,0,0,0,1
1,834,1,1,0,0,0,0,1
3,1320,3,2,0,0,0,0,1
3,1200,3,1,0,0,1,0,1
8,1000,7,0,0,0,1,0,1
3,1500,3,2,0,0,0,0,0
4,4400,5,2,0,0,1,0,1
1,87120,1,0,0,0,1,0,1
1,600,1,0,0,0,1,0,1
2,1180,2,2,0,0,0,0,1
2,1010,2,1,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
3,1580,3,3,0,0,0,0,1
4,1200,5,1.584375738,0,0,1,0,1
3,2000,3,1.584375738,0,0,0,0,1
3,1920,3,2,0,0,0,0,1
3,1200,2,1,0,0,0,0,1
2,1040,2,2,1,0,0,0,1
3,1430,2,2,0,0,0,0,1
3,1215,2,2,0,0,0,0,1
1,650,1,1,0,0,0,0,1
3,1564,3,1,0,0,0,0,1
3,800,2,1,1,0,0,0,1
2,750,2,0,1,0,0,0,1
2,1200,2,2,0,0,0,0,1
2,1128,2,1,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
4,2000,4,1,0,0,0,0,1
3,2750,3,1.584375738,0,0,0,0,1
4,2400,4,2,0,0,1,0,1
3,1650,3,3,1,0,0,0,1
2,1235,2,2,0,0,0,0,0
2,1200,2,2,1,0,0,0,1
6,900,5,1.584375738,0,0,0,0,1
2,985,2,2,0,0,0,0,1
3,1475,2,2,0,0,0,0,0
3,3450,5,0,0,0,0,0,1
3,1157,2,1,0,0,0,0,0
2,900,2,3,1,0,0,0,1
4,2500,3,2,0,0,1,0,1
2,1030,2,1,1,0,0,0,1
2,1000,2,1,0,0,0,0,0
4,3800,3,3,1,0,0,0,1
4,4260,4,2,0,0,1,0,0
5,1950,6,3,0,0,1,0,1
3,1570,2,2,0,0,0,0,1
2,1283,2,2,0,0,0,0,0
3,875,2,2,1,0,0,0,1
2,1200,2,2,0,0,0,0,1
3,2700,3,0,0,0,1,0,1
3,2400,2,3,0,0,1,0,1
3,1250,2,2,0,0,0,0,1
4,3630,6,1,0,0,0,0,0
2,990,2,2,0,0,0,0,1
2,1199,2,1,0,0,0,0,1
2,1280,2,2,0,0,0,0,1
4,2750,4,0,0,0,0,0,0
2,1190,2,1,1,0,0,0,1
2,1100,2,2,0,0,0,0,1
3,2075,3,1,0,0,0,0,1
2,1133,2,1,1,0,0,0,1
4,2400,3,3,1,0,0,0,1
2,1280,2,2,0,0,0,0,1
3,1250,3,2,0,0,0,0,1
3,1565,2,2,0,0,0,0,1
3,1900,3,0,0,0,0,0,1
2,1080,2,2,1,0,0,0,1
1,600,1,0,0,0,0,0,1
3,1240,4,1,0,0,1,0,1
3,1335,2,1,1,0,0,0,1
2,1246,2,1,0,0,0,0,1
3,3496.5,2.692510947,1.584375738,0,0,0,0,0
3,1385,3,1,0,0,0,0,1
3,1578,3,1,0,0,0,0,0
2,1140,2,2,0,0,0,0,1
3,1700,3,1,0,0,0,0,0
4,1050,4,0,0,0,1,0,1
2,1120,2,1,1,0,0,0,1
1,435,1,1,0,0,0,0,1
2,1116,2,1,0,0,0,0,1
3,1480,3,2,0,0,0,0,1
2,1000,2,2,1,0,0,0,1
2,1145,2,2,0,0,0,0,1
2,800,1,1,0,0,0,0,1
2,1265,2,1,0,0,0,0,0
3,1700,3,0,0,0,0,0,0
2,1475,2,1,0,0,0,0,1
2,1265,2,2,0,0,0,0,1
2,1200,2,0,1,0,0,0,1
3,2180,3,2,0,0,0,0,1
2,1080,2,3,0,0,0,0,1
3,2023,4,2,0,0,0,0,1
2,2400,2,3,0,0,0,0,1
3,1545,2,2,0,0,0,0,1
3,1804,3,2,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
3,1350,2,1.584375738,0,0,0,0,1
2,1108,2,1,0,0,0,0,0
3,1730,3,2,0,0,0,0,1
3,1427,2,3,0,0,0,0,1
2,935,2,1,0,0,0,0,1
2,1073,2,2,0,0,0,0,1
2,960,2,3,1,0,0,0,1
3,2215,4,2,0,0,0,0,1
2,1125,2,1,1,0,0,0,0
2,1230,2,3,1,0,0,0,1
2,1438,2,1.584375738,0,0,0,0,1
2,1080,2,2,0,0,0,0,1
3,1200,3,1.584375738,0,0,1,0,1
2,1200,1,1,0,0,1,0,1
3,1590,3,2,0,0,0,0,1
3,1350,3,2,0,0,0,0,1
3,1400,2,2,0,0,0,0,1
3,1560,2,3,0,0,0,0,1
4,1810,3,2,1,0,0,0,1
3,2274.24,4,1,0,0,0,0,1
3,1484,3,1,0,0,0,0,0
3,1650,3,3,1,0,0,0,1
3,1455,2,2,0,0,0,0,1
3,2280,4,2,0,0,0,0,1
5,4900,5,1.584375738,0,0,0,0,1
3,2079,3,3,1,0,0,0,0
2,1351,2,2,0,0,0,0,1
3,1223,2,2,0,0,0,0,1
3,1430,2,1,0,0,0,0,0
4,3589,5,0,1,0,0,0,1
3,1310,2,2,0,0,0,0,0
4,1800,4,1,0,0,1,0,1
4,1120,4,2,0,0,1,0,0
2,984,2,1,0,0,0,0,0
3,1770,3,3,1,0,0,0,1
2,900,3,1,0,0,1,0,1
5,1350,5,1,0,0,1,0,1
2,1447,2,1,0,0,0,0,0
2,1140,2,1,1,0,0,0,1
2,1170,2,3,0,0,0,0,0
2,1160,2,2,0,0,0,0,1
2,1296,2,1,0,0,0,0,0
3,1570,3,2,1,0,0,0,1
3,1495,2,2,0,0,0,0,1
3,1530,2,2,0,0,0,0,1
5,900,4,0,0,0,1,0,1
3,1800,3,1,0,0,0,0,1
2,1088,2,2,0,0,0,0,1
3,1533,3,1,0,0,0,0,0
2,1100,2,1,0,0,0,0,1
3,1540,3,3,1,0,0,0,1
2,1244,3,1.584375738,0,0,0,0,1
2,1040,2,1,0,0,0,0,0
6,1034,6,2,1,0,0,0,1
2,1260,2,1,0,0,0,0,1
2,1180,2,1,0,0,0,0,1
2,1245,2,2,0,0,0,0,1
3,1350,3,0,0,0,0,0,1
3,1464,3,2,0,0,0,0,1
1,470,2,1,0,0,0,0,1
2,920,2,2,0,0,0,0,1
6,2300,7,0,1,0,0,0,1
2,1124,2,1,0,0,0,0,1
4,2095,3,1,0,0,0,0,0
2,1100,2,1,0,0,0,0,0
2,1019,2,1,0,0,0,0,1
3,1756,3,2,0,0,0,0,1
3,1280,3,1,0,0,0,0,0
